"DE_genes","DAS_genes","DE_trans","DTU_trans"
"AT1G72830",,"AT5G10970_c1",
"AT2G36230",,"AT1G01700_P1",
"AT5G40910",,"AT1G21326_P1",
"AT1G14460",,"AT2G45990_ID3",
"AT2G46535",,"AT5G24530_P1",
"AT3G14310",,"AT5G04290_P2",
"AT2G38630",,"AT4G28460_P1",
"AT4G13505",,"AT5G49530_ID3",
"AT2G38460",,"AT1G17290_c3",
"AT3G58100",,"AT5G25440_s2",
"AT3G08940",,"AT1G66890_P1",
"AT5G55930",,"AT1G04950_P3",
"AT1G32415",,"AT2G47520_P1",
"AT1G02690",,"AT5G11650_s1",
"AT5G39830",,"AT1G68870_P1",
"AT3G57030",,"AT2G06010_P1",
"AT2G37860",,"AT4G12970_P1",
"AT5G40150",,"AT5G45490_P2",
"AT2G30010",,"AT5G63530_P1",
"AT3G49730",,"AT3G16520_P3",
"AT1G09460",,"AT5G66580_P1",
"AT5G24490",,"AT4G15610_P2",
"AT1G64580",,"AT1G54040_ID1",
"AT3G56910",,"AT3G54210_P1",
"AT2G01400",,"AT1G78210_P1",
"AT1G68630",,"AT1G02100_ID164",
"AT1G08570",,"AT5G08360_P1",
"AT4G37240",,"AT4G33430_ID3",
"AT1G53140",,"AT4G38280.1",
"AT1G06135",,"AT4G25720_s2",
"AT5G53500",,"AT3G06980_P1",
"AT1G04520",,"AT1G62020_P1",
"AT5G28646",,"AT1G79520_P3",
"AT4G22590",,"AT1G01140_ID2",
"AT3G63445",,"AT3G44798.1",
"AT4G17840",,"AT3G52920_P2",
"AT1G48480",,"AT5G63380_P1",
"AT5G66580",,"AT4G27180_P1",
"AT5G50315",,"AT3G14160_P1",
"AT5G64750",,"AT4G23290_JS2",
"AT5G24530",,"AT1G13920_P5",
"AT1G06790",,"AT2G36120_s13",
"AT5G06400",,"AT5G59470_P2",
"AT3G26340",,"AT2G41190_P1",
"AT2G35500",,"AT5G25130_P1",
"AT5G38650",,"AT5G63770.2",
"AT4G01150",,"AT1G24147_P1",
"AT5G28030",,"AT2G26070_P1",
"AT1G55280",,"AT2G45600_P1",
"AT1G21480",,"AT4G33625_c2",
"AT1G22740",,"AT1G52290_P2",
"AT5G59500",,"AT4G09640.1",
"AT1G73060",,"AT1G53120_P1",
"AT3G16890",,"AT2G37020_P3",
"AT5G11550",,"AT1G24450_P1",
"AT2G38500",,"AT5G52960_P1",
"AT1G51610",,"AT1G73090_P1",
"AT3G58200",,"AT1G52400_P1",
"AT2G28105",,"AT1G76790_P1",
"AT4G14050",,"AT5G54270_P1",
"AT3G16130",,"AT1G16180_JS3",
"AT1G23880",,"AT4G13900_c1",
"AT1G56020",,"AT3G07960_P1",
"AT5G44490",,"AT3G54890.4",
"AT5G23980",,"AT2G05100_P1",
"AT1G19690",,"AT2G22470_P1",
"AT1G02650",,"AT5G36700_P1",
"AT5G45820",,"AT3G04700.1",
"AT5G11610",,"AT3G10020_P1",
"AT5G01700",,"AT5G43850_ID3",
"AT1G66580",,"AT4G12917_c5",
"AT4G16670",,"AT1G53380_P5",
"AT2G29640",,"AT5G65820.1",
"AT4G16570",,"AT3G25690_P6",
"AT3G56090",,"AT5G25220_P1",
"AT5G04900",,"AT3G11410_P1",
"AT3G11210",,"AT5G58480_P1",
"AT1G14700",,"AT5G61560_P5",
"AT2G45050",,"AT3G01500.2",
"AT3G48110",,"AT5G48880_P2",
"AT4G01140",,"AT2G29650.3",
"AT3G21400",,"AT1G69420_P1",
"AT4G14720",,"AT5G14500_P1",
"AT1G79500",,"AT3G61540_P1",
"AT1G67700",,"AT1G67700_P1",
"AT3G08660",,"AT5G41700.5",
"AT1G52855",,"AT5G35200_P2",
"AT5G14910",,"AT5G02670_ID1",
"AT4G37150",,"AT4G34610_P4",
"AT3G51820",,"AT1G78010_ID3",
"AT2G27470",,"AT4G24220.2",
"AT2G43465",,"AT3G07780_ID3",
"AT1G78230",,"AT1G18460_P1",
"AT3G22740",,"AT5G11610.2",
"AT5G01740",,"AT5G48560_P2",
"AT3G13180",,"AT3G55700_P1",
"AT3G49650",,"AT4G24960_P1",
"AT4G09630",,"AT5G38510_P2",
"AT5G10320",,"AT5G61810_P1",
"AT1G22985",,"AT1G13145.1",
"AT1G78310",,"AT5G58940_JS3",
"AT1G63420",,"AT4G36910_c1",
"AT4G37770",,"AT3G25530_P1",
"AT4G39120",,"AT4G33920_ID9",
"AT4G37682",,"AT4G32980_s2",
"AT2G30040",,"AT1G34430.1",
"AT2G42170",,"AT4G29070_P2",
"AT3G49620",,"AT4G31850_ID2",
"AT5G47630",,"AT3G60110_P1",
"AT4G10600",,"AT1G47870_P1",
"AT1G27410",,"AT3G19260_s1",
"AT3G54910",,"AT2G46870_P1",
"AT5G60530",,"AT3G24255_P7",
"AT4G39090",,"AT5G01800_JC2",
"AT5G47190",,"AT5G16650_P1",
"AT4G27070",,"AT1G03190_P1",
"AT3G01142",,"AT5G19875_P1",
"AT5G05180",,"AT3G57630_ID5",
"AT1G11340",,"AT1G76130_c3",
"AT1G69526",,"AT3G62910_P1",
"AT1G18710",,"AT5G59530.1",
"AT5G65410",,"AT1G05385_P2",
"AT1G01240",,"AT4G24010_P1",
"AT5G63850",,"AT3G53310_P1",
"AT5G13870",,"AT2G39470_ID2",
"AT1G13360",,"AT3G16260_P3",
"AT5G17030",,"AT1G03130.1",
"AT4G23950",,"AT5G03380_c1",
"AT3G04445",,"AT2G39180_P1",
"AT2G44920",,"AT5G14620_P1",
"AT4G03320",,"AT3G26782_P1",
"AT5G21910",,"AT1G32940_P3",
"AT5G06860",,"AT1G50000_ID1",
"AT1G32240",,"AT4G25080_P2",
"AT5G62900",,"AT1G50270_P1",
"AT2G40960",,"AT5G02230_P1",
"AT2G36270",,"AT1G03310_P2",
"AT3G13560",,"AT4G23980_P2",
"AT5G43660",,"AT3G60340_ID3",
"AT5G54270",,"AT5G08415_P1",
"AT1G02390",,"AT2G38330.1",
"AT3G49000",,"AT1G10890_c5",
"AT4G12450",,"AT1G66260_P1",
"AT1G58270",,"AT4G17340_P1",
"AT3G26320",,"AT3G25770_P1",
"AT4G33220",,"AT5G20480_P1",
"AT3G10520",,"AT4G01150_P1",
"AT2G23672",,"AT1G04930_P1",
"AT1G78280",,"AT2G47220_ID3",
"AT2G37530",,"AT5G17520_P1",
"AT1G61065",,"AT2G28630_P2",
"AT1G62120",,"AT4G15820_ID1",
"AT1G68830",,"AT1G32940_P1",
"AT3G16175",,"AT5G63700_P1",
"AT1G30570",,"AT2G46280_ID8",
"AT1G49520",,"AT3G04420_P1",
"AT2G34510",,"AT1G63530_P1",
"AT1G54050",,"AT4G28550_ID4",
"AT1G74040",,"AT4G18530_P1",
"AT5G14780",,"AT5G51710_P1",
"AT1G60690",,"AT1G13730_P1",
"AT4G36180",,"AT5G57270_P1",
"AT1G23750",,"AT5G25450_s1",
"AT2G12740",,"AT5G04050.1",
"AT1G61390",,"AT1G05560_P2",
"AT2G25080",,"AT1G16190_P1",
"AT5G38140",,"AT2G24170_P1",
"AT1G53345",,"AT1G74530_P1",
"AT5G36910",,"AT3G28370_ID1",
"AT1G64180",,"AT1G32940_P2",
"AT5G25810",,"AT5G46110.2",
"AT1G48745",,"AT3G26480_P1",
"AT1G49580",,"AT5G23710.1",
"AT3G14120",,"AT4G32350_s1",
"AT4G16520",,"AT1G74960_P2",
"AT1G32950",,"AT4G31430_s1",
"AT4G13540",,"AT5G64380_P1",
"AT5G23310",,"AT5G50210_JS2",
"AT2G23600",,"AT4G31350_P1",
"AT2G02500",,"AT1G63770.2",
"AT5G16710",,"AT1G02720_P1",
"AT1G62180",,"AT4G25420_P1",
"AT3G50910",,"AT2G01450_ID29",
"AT4G00990",,"AT3G24890_P1",
"AT1G63570",,"AT4G00955_P1",
"AT2G44390",,"AT1G01300_P1",
"AT1G29860",,"AT2G17560_P2",
"AT3G19050",,"AT1G53920_P1",
"AT3G25430",,"AT1G18730_P1",
"AT4G16540",,"AT1G78915.1",
"AT2G29470",,"AT4G28340.1",
"AT3G48460",,"AT5G37770_c1",
"AT3G54030",,"AT3G47050_P1",
"AT4G18465",,"AT5G08580.1",
"AT1G45616",,"AT2G22670.4",
"AT4G28360",,"AT1G13740_P1",
"AT3G25490",,"AT2G32960_P1",
"AT1G28570",,"AT5G41340_P1",
"AT2G42290",,"AT2G01910_P1",
"AT5G57070",,"AT4G12830.1",
"AT3G24780",,"AT2G41730_P1",
"AT5G19100",,"AT5G67640_ID2",
"AT5G48470",,"AT2G05830_P1",
"AT1G13260",,"AT3G61310.1",
"AT1G17920",,"AT4G28030_ID4",
"AT3G22900",,"AT5G64860_ID52",
"AT4G15530",,"AT4G17740.1",
"AT2G44230",,"AT1G27350_ID1",
"AT2G13420",,"AT5G46420_s1",
"AT4G37610",,"AT5G06230_ID2",
"AT3G55330",,"AT3G16310_c1",
"AT4G00430",,"AT1G71410_P1",
"AT4G00360",,"AT2G45720_P1",
"AT4G07507",,"AT4G12290_P2",
"AT5G29000",,"AT3G22260_P5",
"AT3G24560",,"AT1G65040_P5",
"AT5G18270",,"AT3G03710_c1",
"AT4G25434",,"AT2G46890_P1",
"AT1G54820",,"AT2G23760_P2",
"AT5G43150",,"AT2G47760_P4",
"AT1G12550",,"AT4G05040_P3",
"AT1G44780",,"AT2G17480_P1",
"AT3G46370",,"AT2G03810_P5",
"AT4G30810",,"AT1G51110_P1",
"AT5G05460",,"AT4G02050_P1",
"AT1G51430",,"AT5G55100_P3",
"AT4G12880",,"AT3G01550_P2",
"AT3G12860",,"AT1G02900_P1",
"AT5G27820",,"AT5G03230_P1",
"AT5G45040",,"AT1G71830.1",
"AT5G59662",,"AT1G44446_P2",
"AT1G18460",,"AT3G06510_ID6",
"AT3G14850",,"AT3G48610_P1",
"AT5G59490",,"AT1G05710_P12",
"AT5G22390",,"AT2G21880_P1",
"AT1G06140",,"AT1G09840_P7",
"AT2G44850",,"AT3G22210_ID2",
"AT1G71990",,"AT5G36170_P1",
"AT3G21100",,"AT4G13350_ID10",
"AT5G16120",,"AT1G13380_P1",
"AT2G21350",,"AT4G01710_P1",
"AT1G09420",,"AT5G36700_ID5",
"AT2G25964",,"AT1G47900_P1",
"AT1G18773",,"AT2G25850.4",
"AT1G53900",,"AT5G47420_ID1",
"AT2G22900",,"AT5G40080_P1",
"AT4G15630",,"AT2G03140_JC31",
"AT3G56480",,"AT3G11320_JS1",
"AT1G78000",,"AT4G01140_P1",
"AT2G38680",,"AT2G22870.1",
"AT3G21351",,"AT2G47880_P1",
"AT5G66610",,"AT1G11860_ID3",
"AT1G63240",,"AT1G75690.1",
"AT3G48730",,"AT3G05580_s2",
"AT5G41900",,"AT3G50840_P1",
"AT5G47900",,"AT4G30710_P1",
"AT3G12520",,"AT5G61670.2",
"AT3G18830",,"AT1G76680.2",
"AT2G33780",,"AT4G19890_P1",
"AT5G51950",,"AT4G17098.1",
"AT1G52400",,"AT4G31650_c1",
"AT2G24395",,"AT2G30460_P1",
"AT1G21440",,"AT1G47380_P1",
"AT1G33265",,"AT5G02430_P1",
"AT3G23605",,"AT2G48120.1",
"AT1G14130",,"AT5G51620_P4",
"AT1G01170",,"AT3G56750_P1",
"AT3G07990",,"AT1G29930_P1",
"AT3G05890",,"AT1G26230_JC3",
"AT5G47240",,"AT5G05740_c2",
"AT1G42430",,"AT5G04740_JS1",
"AT5G65220",,"AT3G10720_P2",
"AT1G45248",,"AT4G11960_c1",
"AT2G14660",,"AT4G19865_P1",
"AT5G58370",,"AT3G23080.1",
"AT1G03130",,"AT2G43030_P1",
"AT4G34750",,"AT1G59850_P1",
"AT1G70990",,"AT1G79110_P3",
"AT2G01280",,"AT3G20440_P2",
"AT5G49015",,"AT2G25625_P1",
"AT1G07740",,"AT1G05065_P1",
"AT3G26960",,"AT5G64580_P1",
"AT4G17560",,"AT3G16290_P1",
"AT2G26215",,"AT1G70940_s1",
"AT3G27770",,"AT4G25640_P1",
"AT4G34860",,"AT2G02730_P1",
"AT4G36270",,"AT1G66580_P1",
"AT1G14270",,"AT2G32690_P4",
"AT1G18870",,"AT3G51920_ID1",
"AT5G10860",,"AT2G45970_P1",
"AT5G14740",,"AT3G10405.1",
"AT1G44150",,"AT4G19006.1",
"AT5G11460",,"AT1G73650_c1",
"AT4G17680",,"AT1G30110.2",
"AT2G05100",,"AT5G49740_P1",
"AT5G61830",,"AT4G15790_P1",
"AT2G40690",,"AT1G71695_P1",
"AT2G34150",,"AT2G02560_P1",
"AT5G65740",,"AT4G33630_P2",
"AT1G18330",,"AT4G21705_P1",
"AT4G29610",,"AT2G21960_ID2",
"AT3G61430",,"AT1G02280_P1",
"AT1G26090",,"AT5G53430.1",
"AT3G51600",,"AT5G16610_P2",
"AT4G13100",,"AT4G39580.1",
"AT1G18940",,"AT5G28750_P1",
"AT3G11020",,"AT1G80130_P1",
"AT1G25145",,"AT1G08520_P1",
"AT3G52910",,"AT4G31950_P1",
"AT4G17180",,"AT5G05380_P1",
"AT1G02430",,"AT1G72030_ID3",
"AT2G46640",,"AT4G05400_P2",
"AT5G37340",,"AT2G39190_P2",
"AT5G60630",,"AT2G26350.1",
"AT5G65570",,"AT3G62800_P3",
"AT4G33420",,"AT2G28210_P1",
"AT4G14090",,"AT5G64750_P1",
"AT3G63430",,"AT5G38140_P1",
"AT1G06265",,"AT3G57050_P2",
"AT4G18170",,"AT1G75420_P1",
"AT3G55040",,"AT3G46670.1",
"AT4G10500",,"AT2G25964.1",
"AT2G32510",,"AT5G56840_P1",
"AT1G14380",,"AT2G25080_P1",
"AT5G11090",,"AT4G04370_P1",
"AT5G37410",,"AT2G25850.2",
"AT4G30490",,"AT2G02410_P4",
"AT2G32720",,"AT3G02020.1",
"AT1G09350",,"AT4G14930.1",
"AT2G30766",,"AT3G05320_c1",
"AT2G24960",,"AT4G39090_P1",
"AT5G61880",,"AT3G19860_P2",
"AT1G01580",,"AT2G28550_P4",
"AT5G16230",,"AT3G06550_P2",
"AT5G56100",,"AT4G34131.1",
"AT3G45970",,"AT3G05050_JC6",
"AT5G02190",,"AT5G18270_P1",
"AT5G64700",,"AT2G42380_P2",
"AT1G67070",,"AT1G33030_ID3",
"AT2G05070",,"AT2G39550_s1",
"AT4G19830",,"AT1G60525_ID5",
"AT1G02820",,"AT5G65310_P1",
"AT1G20190",,"AT4G37390_P1",
"AT3G09680",,"AT1G80360_P3",
"AT2G27230",,"AT4G22570_P1",
"AT2G06255",,"AT1G48030_JS3",
"AT3G45020",,"AT5G23410.1",
"AT5G05740",,"AT4G09680_JS36",
"AT5G27240",,"AT2G01640.2",
"AT5G10700",,"AT5G06210_P1",
"AT1G06960",,"AT1G21320_P1",
"AT2G04490",,"AT3G15354_P4",
"AT3G58975",,"AT5G11450.1",
"AT5G14210",,"AT3G04260_P1",
"AT1G80300",,"AT1G33612_P1",
"AT3G47010",,"AT1G21350_P5",
"AT1G68190",,"AT2G40760_P1",
"AT4G36380",,"AT3G14000_P2",
"AT1G47860",,"AT3G61570_P1",
"AT2G30820",,"AT2G34310_P7",
"AT4G37170",,"AT5G45610_ID1",
"AT1G09750",,"AT2G16900.2",
"AT4G04890",,"AT3G16260_P1",
"AT3G24255",,"AT3G57390_P1",
"AT1G22660",,"AT1G47130_P1",
"AT1G76990",,"AT2G44010_P1",
"AT1G06910",,"AT5G22350_P1",
"AT4G25420",,"AT3G02830_c1",
"AT4G15560",,"AT1G32450_P1",
"AT5G20225",,"AT3G25480_ID2",
"AT1G04420",,"AT1G61150_ID11",
"AT1G74810",,"AT3G46130_ID5",
"AT2G27130",,"AT3G01980_P2",
"AT5G27390",,"AT4G07820_P1",
"AT4G30020",,"AT1G25145_s1",
"AT3G17668",,"AT1G04350_ID2",
"AT1G05190",,"AT5G38212.1",
"AT3G25660",,"AT4G15920_P1",
"AT1G19670",,"AT5G45040.1",
"AT2G28000",,"AT5G55640.1",
"AT4G09550",,"AT5G15802_P1",
"AT1G61240",,"AT1G79930_P1",
"AT2G22830",,"AT1G68830_P1",
"AT3G13210",,"AT2G34640_P1",
"AT3G54080",,"AT3G02660_P1",
"AT1G56470",,"AT3G56370_P1",
"AT1G11130",,"AT4G08685_P1",
"AT2G35430",,"AT5G35735_s1",
"AT4G01915",,"AT5G43270_P3",
"AT5G63290",,"AT2G46650_P1",
"AT1G53490",,"AT3G50430_ID19",
"AT4G23020",,"AT1G65481_P1",
"AT2G37440",,"AT4G21910_P2",
"AT3G29647",,"AT5G63500_P1",
"AT5G17490",,"AT5G50950_ID13",
"AT2G21280",,"AT5G13150_P1",
"AT3G16460",,"AT3G15980_P4",
"AT4G27720",,"AT1G08420_JC2",
"AT1G16160",,"AT5G62670_P1",
"AT1G76680",,"AT1G77480_P1",
"AT3G10340",,"AT1G75380_ID16",
"AT1G29715",,"AT3G15220_P1",
"AT3G47470",,"AT1G53430_JS1",
"AT5G37010",,"AT3G57700.1",
"AT1G52220",,"AT1G73550_P1",
"AT1G71530",,"AT4G28270_JC2",
"AT4G38860",,"AT1G73390_P6",
"AT4G39970",,"AT3G01040_P2",
"AT3G49710",,"AT4G28540_ID4",
"AT1G04540",,"AT2G01630.1",
"AT2G33330",,"AT2G20724_s2",
"AT1G79060",,"AT3G57280_ID4",
"AT2G45460",,"AT2G27150.2",
"AT3G02870",,"AT2G22250.3",
"AT5G17570",,"AT4G03110_ID9",
"AT3G19000",,"AT4G19100.1",
"AT5G63970",,"AT5G39600.1",
"AT1G18750",,"AT1G80640_JS6",
"AT1G53887",,"AT4G13460_P2",
"AT5G15510",,"AT2G01620_ID4",
"AT2G47000",,"AT1G60990.2",
"AT4G27860",,"AT2G25650_P1",
"AT3G59780",,"AT1G67090_P1",
"AT2G26330",,"AT1G16590_P1",
"AT1G56570",,"AT2G37450_P2",
"AT1G55240",,"AT5G25040.1",
"AT3G01760",,"AT2G45290_s1",
"AT1G18382",,"AT5G03880_s1",
"AT5G53760",,"AT4G35020_P3",
"AT3G06870",,"AT4G11900_P9",
"AT1G52827",,"AT1G65450_P1",
"AT1G05870",,"AT2G32560_P1",
"AT4G18160",,"AT1G62710_P1",
"AT1G32120",,"AT4G02710.1",
"AT3G63510",,"AT4G29890_ID8",
"AT3G11500",,"AT3G24550_P1",
"AT2G37320",,"AT5G50950.3",
"AT4G12390",,"AT4G19880_P1",
"AT4G04570",,"AT3G56910.1",
"AT3G27330",,"AT1G14730_P1",
"AT5G37500",,"AT5G64970_P1",
"AT1G04220",,"AT5G02940_ID8",
"AT4G35030",,"AT2G01150_P2",
"AT3G03060",,"AT1G69040_P2",
"AT1G73110",,"AT3G04140_P1",
"AT1G17640",,"AT4G33220_P1",
"AT5G56990",,"AT1G78290_P3",
"AT1G64640",,"AT1G78070_JS20",
"AT1G31710",,"AT4G02060.1",
"AT5G25590",,"AT2G40670_P1",
"AT5G13690",,"AT3G23880_P1",
"AT4G23880",,"AT5G59680_P1",
"AT5G06330",,"AT4G33580_ID10",
"AT4G34190",,"AT3G20790_P1",
"AT3G49200",,"AT1G79920_P1",
"AT3G55820",,"AT1G06110_P1",
"AT2G27420",,"AT4G25672_ID1",
"AT1G79400",,"AT5G48990_P1",
"AT3G49130",,"AT5G40990_P1",
"AT2G44130",,"AT3G57240_P1",
"AT2G47800",,"AT4G01995_P1",
"AT5G23930",,"AT3G01060_P1",
"AT4G16447",,"AT3G59570_P3",
"AT3G49790",,"AT4G13200_JC7",
"AT1G55000",,"AT4G34020_ID16",
"AT5G50180",,"AT3G22760.1",
"AT5G58340",,"AT4G28290.1",
"AT5G24800",,"AT2G37790_P1",
"AT3G08630",,"AT1G21500_P1",
"AT1G53233",,"AT4G10960_P1",
"AT3G45890",,"AT1G69450_ID13",
"AT3G51910",,"AT2G18960_P3",
"AT3G48280",,"AT3G05050_P3",
"AT2G36050",,"AT5G58350_ID2",
"AT3G56160",,"AT3G48110_P1",
"AT3G55120",,"AT4G20130_P1",
"AT4G25470",,"AT3G23250_ID3",
"AT3G62570",,"AT3G51740_P1",
"AT1G77580",,"AT5G67540_P2",
"AT2G33800",,"AT3G13120_P1",
"AT2G27590",,"AT3G44006_P1",
"AT1G34065",,"AT3G25585.4",
"AT1G54100",,"AT1G03370_P2",
"AT5G47250",,"AT1G12730_s1",
"AT5G20970",,"AT2G22250_c1",
"AT2G23170",,"AT4G32175_P1",
"AT1G07320",,"AT2G01505.1",
"AT4G14830",,"AT1G49245_P1",
"AT2G24350",,"AT4G28085_P1",
"AT2G46110",,"AT3G54470_P1",
"AT1G44160",,"AT3G58200_P1",
"AT1G31150",,"AT5G03190.1",
"AT5G49030",,"AT1G65520.1",
"AT4G28380",,"AT4G31010_P1",
"AT2G30770",,"AT4G02075_c2",
"AT5G43890",,"AT3G59690_P1",
"AT3G12690",,"AT4G38760_P1",
"AT4G05050",,"AT1G20450_P1",
"AT3G26200",,"AT2G40970_JC2",
"AT1G24147",,"AT5G15310_P4",
"AT5G25500",,"AT5G41730_P2",
"AT3G03470",,"AT5G36170.2",
"AT3G10060",,"AT2G39705_P1",
"AT1G59980",,"AT2G44640.1",
"AT2G38695",,"AT5G66540_P1",
"AT4G15765",,"AT3G21200.1",
"AT3G18000",,"AT4G04340_P2",
"AT2G16390",,"AT4G30825_P1",
"AT3G09820",,"AT1G56010.2",
"AT4G23770",,"AT5G14350_JC2",
"AT1G29910",,"AT2G43630_ID4",
"AT5G15890",,"AT1G67980_P1",
"AT5G49390",,"AT1G26130_c1",
"AT1G54850",,"AT3G23805_P1",
"AT5G45720",,"AT1G63160_P1",
"AT1G62290",,"AT1G61810.3",
"AT2G16650",,"AT5G01510_P1",
"AT5G35970",,"AT4G19985.1",
"AT5G52790",,"AT1G30757_P1",
"AT1G72600",,"AT4G02430_CR1",
"AT1G29840",,"AT4G12420_P1",
"AT3G18850",,"AT4G32320.1",
"AT3G18950",,"AT3G20300_s1",
"AT1G12790",,"AT4G08870_P2",
"AT1G71520",,"AT1G02145.3",
"AT5G61540",,"AT4G14630_P1",
"AT5G44050",,"AT5G03780_P1",
"AT1G72500",,"AT5G45680_JC4",
"AT3G18080",,"AT4G38840.1",
"AT2G46810",,"AT1G74458_P1",
"AT1G63470",,"AT5G49555_P1",
"AT4G24750",,"AT3G24840_P1",
"AT3G59320",,"AT5G01490_P1",
"AT2G32410",,"AT5G66590.1",
"AT1G78370",,"AT2G05070_P1",
"AT1G23080",,"AT4G23910.2",
"AT1G14550",,"AT5G06060_P1",
"AT3G63530",,"AT1G19010_P2",
"AT4G34400",,"AT5G18570_P1",
"AT2G38465",,"AT2G22930_P1",
"AT1G20870",,"AT5G43700_P1",
"AT2G05160",,"AT2G31380_P1",
"AT5G50420",,"AT4G38552.1",
"AT1G60860",,"AT5G10690_ID1",
"AT4G16400",,"AT5G58260.2",
"AT1G61170",,"AT3G02540_ID4",
"AT1G48300",,"AT5G27950_JS5",
"AT3G43600",,"AT5G56600.1",
"AT1G69150",,"AT5G21970_P1",
"AT1G75060",,"AT1G51610_P1",
"AT5G06180",,"AT1G32330_P2",
"AT3G22310",,"AT1G80440_P1",
"AT5G57790",,"AT1G69930_P1",
"AT2G03500",,"AT2G02080_JS3",
"AT3G22121",,"AT5G19100_P1",
"AT1G15885",,"AT5G55100_P2",
"AT3G14660",,"AT1G58602_JS23",
"AT2G36792",,"AT1G12845_P1",
"AT5G11260",,"AT4G14270.2",
"AT4G09750",,"AT2G32280.1",
"AT5G02570",,"AT1G55970_P2",
"AT3G57680",,"AT1G38131_P1",
"AT1G50400",,"AT2G07180_JS1",
"AT2G32180",,"AT5G02860_c3",
"AT1G23200",,"AT5G14920_P1",
"AT3G21260",,"AT1G08570_P1",
"AT5G33303",,"AT2G24220.2",
"AT5G49700",,"AT5G40920.1",
"AT1G33170",,"AT2G47850_P1",
"AT1G11545",,"AT5G28770_P2",
"AT5G14960",,"AT1G77490_ID3",
"AT5G40270",,"AT1G12730_P2",
"AT1G01780",,"AT3G61870.2",
"AT5G19880",,"AT3G09270_P1",
"AT5G38290",,"AT5G11590_P1",
"AT4G15236",,"AT1G75380_P4",
"AT2G01080",,"AT1G08970.3",
"AT4G02530",,"AT3G15980.3",
"AT5G07440",,"AT4G08180.2",
"AT1G80880",,"AT4G04570_P1",
"AT1G20620",,"AT5G48220.1",
"AT3G12220",,"AT5G14660.1",
"AT1G66930",,"AT3G50570_P2",
"AT5G01250",,"AT5G11550_P1",
"AT5G54585",,"AT5G62360_P1",
"AT2G26310",,"AT3G18890_c1",
"AT1G31820",,"AT5G10860_P1",
"AT2G20240",,"AT5G03000_ID1",
"AT3G61300",,"AT3G15540_P1",
"AT4G01030",,"AT2G01590_P1",
"AT5G18475",,"AT3G52940_P1",
"AT4G33560",,"AT4G14580_P1",
"AT3G17770",,"AT3G53230_P1",
"AT5G12130",,"AT5G16810_P1",
"AT3G60290",,"AT1G67880_ID2",
"AT4G26760",,"AT3G55290_P1",
"AT2G25270",,"AT4G00870_P1",
"AT1G64720",,"AT2G01320_ID11",
"AT3G23090",,"AT3G16330_P1",
"AT2G02870",,"AT2G27980_JS2",
"AT3G61420",,"AT5G61040_P1",
"AT2G22470",,"AT5G46850_P3",
"AT5G64310",,"AT3G14700.1",
"AT2G20720",,"AT1G01900_P1",
"AT3G43800",,"AT1G70530_JC5",
"AT1G72620",,"AT1G75960_P1",
"AT2G45310",,"AT4G35335.1",
"AT5G64850",,"AT5G24760_P2",
"AT1G30520",,"AT1G66580_s1",
"AT2G16750",,"AT2G05310_s1",
"AT1G43560",,"AT5G23820_P1",
"AT4G13560",,"AT1G67840_P2",
"AT5G13090",,"AT5G67540_s1",
"AT1G22470",,"AT4G05090_P1",
"AT5G45275",,"AT3G15390_P1",
"AT3G08740",,"AT3G47560.1",
"AT5G36920",,"AT5G57190_P2",
"AT2G05632",,"AT5G64816_ID4",
"AT4G13570",,"AT3G11440.1",
"AT5G54145",,"AT5G59900_P1",
"AT3G58980",,"AT4G39320_P1",
"AT1G14250",,"AT5G14780_P1",
"AT5G44567",,"AT3G11580_P1",
"AT5G59200",,"AT1G33390_P2",
"AT3G06830",,"AT4G11890_ID3",
"AT2G24230",,"AT5G26749_ID2",
"AT4G13920",,"AT2G36680_P3",
"AT4G11543",,"AT3G10810_P2",
"AT2G35730",,"AT1G10522_P1",
"AT1G34060",,"AT1G61430_P9",
"AT1G05600",,"AT5G44572_c2",
"AT4G17190",,"AT3G17590_P1",
"AT3G63190",,"AT5G15130_s1",
"AT5G49410",,"AT2G20180_P2",
"AT1G14970",,"AT5G61880_P3",
"AT3G23780",,"AT4G15560_P1",
"AT1G09415",,"AT1G07050_c1",
"AT3G29330",,"AT1G12940_P1",
"AT1G74088",,"AT1G09290_P1",
"AT5G39820",,"AT1G16180_JC7",
"AT2G05210",,"AT2G44920_P1",
"AT3G30120",,"AT1G55360_P1",
"AT1G72970",,"AT5G16710_P1",
"AT2G23010",,"AT2G46910.1",
"AT1G15670",,"AT4G00360_P1",
"AT5G28630",,"AT4G01897.1",
"AT1G36180",,"AT5G13080_P1",
"AT1G43580",,"AT1G11530_P1",
"AT3G07540",,"AT4G20930_P1",
"AT2G34060",,"AT3G19360_P1",
"AT2G38310",,"AT5G22770_JS1",
"AT1G66180",,"AT3G47500_c2",
"AT5G51720",,"AT3G53830_P4",
"AT1G04050",,"AT5G26742.2",
"AT5G39090",,"AT1G16030_P1",
"AT1G32080",,"AT5G57000_P1",
"AT4G23500",,"AT3G24810_P1",
"AT1G67900",,"AT1G26208_s2",
"AT1G45545",,"AT2G10940_P1",
"AT5G59780",,"AT5G53550_JS5",
"AT2G42040",,"AT4G35760_c2",
"AT1G03055",,"AT3G15352_P1",
"AT2G34500",,"AT2G22170_P1",
"AT1G51520",,"AT1G21313_P1",
"AT3G04960",,"AT1G06160_P1",
