"target","contrast","adj.pval","maxdeltaPS","log2FC","up.down"
"AT1G08970","SETI_WT.P-SETI_WT.mock",0.000577471635046553,0.113070681755416,0.106944147736846,"up-regulated"
"AT1G09140","SETI_e.P-SETI_e.mock",0.00248184141600298,0.227059678237689,1.28327206453278,"up-regulated"
"AT1G09140","SETI_p.P-SETI_p.mock",0.00970804578939671,0.22679920545713,1.23805766459635,"up-regulated"
"AT1G09140","SETI_p.PE-SETI_p.mock",0.000668945688069711,-0.222759951205581,1.08202469409462,"up-regulated"
"AT1G09140","SETI_s.P-SETI_s.mock",0.000451265823544669,-0.185967885138972,1.25713143643359,"up-regulated"
"AT1G09140","SETI_s.PE-SETI_s.mock",0.00565249124862025,0.195828583118172,0.983896989945266,"up-regulated"
"AT1G09195","SETI_ps.PE-SETI_ps.mock",0.00456276352229008,0.368135696300909,0.493410095967749,"up-regulated"
"AT1G09270","SETI_s.P-SETI_s.mock",0.00735346279713497,-0.138555848388721,0.861823861986069,"up-regulated"
"AT1G09710","SETI_s.P-SETI_s.mock",0.00245107891876229,-0.890139468892215,-2.96370109958267,"down-regulated"
"AT1G10120","SETI_s.E-SETI_s.mock",0.00788026320259576,0.763946840568726,-0.332306885997505,"down-regulated"
"AT1G10120","SETI_WT.PE-SETI_WT.mock",0.00502962330349892,-0.728383923847044,-0.831529876261287,"down-regulated"
"AT1G10130","SETI_ps.P-SETI_ps.mock",0.00193003730058495,-0.166195619672319,-1.03603982535042,"down-regulated"
"AT1G10740","SETI_e.P-SETI_e.mock",0.00827994708109853,0.490197254394143,0.703557048918536,"up-regulated"
"AT1G10890","SETI_e.PE-SETI_e.mock",0.000322899895673596,0.270825548243423,1.27534905403806,"up-regulated"
"AT1G10890","SETI_p.PE-SETI_p.mock",0.00266225827860279,0.239903484316549,1.40443811676967,"up-regulated"
"AT1G10890","SETI_ps.PE-SETI_ps.mock",0.00975863762269645,0.240545833338733,1.37117212547341,"up-regulated"
"AT1G11090","SETI_e.PE-SETI_e.mock",0.0017464028844221,0.689815073175833,-1.5391845631663,"down-regulated"
"AT1G11100","SETI_e.P-SETI_e.mock",0.00220263096235983,0.828496986396043,6.16694479704339,"up-regulated"
"AT1G11100","SETI_e.PE-SETI_e.mock",0.00246536162699521,0.793536726710303,6.12087907198398,"up-regulated"
"AT1G11100","SETI_p.P-SETI_p.mock",6.02813566448076e-05,-1,5.35723776239135,"up-regulated"
"AT1G11100","SETI_p.PE-SETI_p.mock",7.52336449840663e-05,-1,5.43222043699087,"up-regulated"
"AT1G11130","SETI_e.P-SETI_e.mock",1.86778060822272e-05,-1,-5.10239578521425,"down-regulated"
"AT1G11130","SETI_e.PE-SETI_e.mock",9.87952540337932e-05,-1,-5.96458241770509,"down-regulated"
"AT1G11130","SETI_p.P-SETI_p.mock",0.00341649502418618,-0.608620345080275,-4.73664023087233,"down-regulated"
"AT1G11130","SETI_p.PE-SETI_p.mock",0.00200960425231863,0.742397550797017,-4.54231642662709,"down-regulated"
"AT1G11130","SETI_WT.P-SETI_WT.mock",0.000359537261708541,-1,-3.63606859737932,"down-regulated"
"AT1G11300","SETI_e.PE-SETI_e.mock",0.00478996624540274,1,0.0277171495907109,"up-regulated"
"AT1G11360","SETI_e.PE-SETI_e.mock",0.00735711100676733,-0.151478632485409,-0.135091242997656,"down-regulated"
"AT1G12440","SETI_e.P-SETI_e.mock",7.26598887775569e-06,0.423258942381226,0.777691683046514,"up-regulated"
"AT1G12440","SETI_e.PE-SETI_e.mock",1.77460857446979e-06,0.486132233279887,0.64400133728304,"up-regulated"
"AT1G12440","SETI_p.P-SETI_p.mock",1.01804300779998e-07,0.485293299553628,0.413254271609719,"up-regulated"
"AT1G12440","SETI_p.PE-SETI_p.mock",2.10466266068437e-07,0.513798600447163,0.365887763083231,"up-regulated"
"AT1G12440","SETI_ps.P-SETI_ps.mock",8.38722996606905e-05,0.42783515486151,0.407356854882218,"up-regulated"
"AT1G12440","SETI_ps.PE-SETI_ps.mock",4.708616174867e-06,0.49506384092171,0.492090716443111,"up-regulated"
"AT1G12440","SETI_s.P-SETI_s.mock",7.79983826830868e-07,0.500348071036336,0.582341775268834,"up-regulated"
"AT1G12440","SETI_s.PE-SETI_s.mock",8.27322870627634e-07,0.44909328341712,0.520044727684178,"up-regulated"
"AT1G12440","SETI_WT.P-SETI_WT.mock",3.04924245085729e-06,0.46207345418241,0.489119932331593,"up-regulated"
"AT1G12440","SETI_WT.PE-SETI_WT.mock",0.000261002099716491,0.385462325604003,0.379159023917193,"up-regulated"
"AT1G12750","SETI_e.P-SETI_e.mock",7.26598887775569e-06,-0.247147971187112,-0.234358570359761,"down-regulated"
"AT1G12750","SETI_e.PE-SETI_e.mock",0.00174174932278877,-0.247147971187112,-0.293474768471079,"down-regulated"
"AT1G12750","SETI_ps.P-SETI_ps.mock",0.00739951421109691,0.190750209634025,0.0437467359542625,"up-regulated"
"AT1G12750","SETI_ps.PE-SETI_ps.mock",4.61302545459502e-05,-0.163122820026003,-0.514677353690556,"down-regulated"
"AT1G13000","SETI_p.P-SETI_p.mock",0.00161334973855123,0.167109341891171,1.11288024138846,"up-regulated"
"AT1G13000","SETI_ps.P-SETI_ps.mock",0.00300816529706469,-0.212771239803697,0.783377661230809,"up-regulated"
"AT1G13000","SETI_ps.PE-SETI_ps.mock",0.000187834713785928,-0.178920797940676,0.953242473615892,"up-regulated"
"AT1G13000","SETI_s.P-SETI_s.mock",0.000383138999904635,-0.168997899064864,0.993017854234283,"up-regulated"
"AT1G13000","SETI_s.PE-SETI_s.mock",0.00137303163328096,0.173534759108043,0.68596364624837,"up-regulated"
"AT1G13000","SETI_WT.PE-SETI_WT.mock",5.16724113835989e-05,0.122840894480931,0.859729292119696,"up-regulated"
"AT1G13410","SETI_s.E-SETI_s.mock",0.00729440092037472,0.674860689016062,0.365924702311619,"up-regulated"
"AT1G13770","SETI_s.P-SETI_s.mock",0.00644581625800379,-0.477999190452728,0.203590382679829,"up-regulated"
"AT1G13800","SETI_s.E-SETI_s.mock",0.00796601246246449,1,-1.07099588621913,"down-regulated"
"AT1G14070","SETI_e.P-SETI_e.mock",0.00344098185489202,0.742690865784207,1.08533706860952,"up-regulated"
"AT1G14070","SETI_e.PE-SETI_e.mock",0.001588522722383,0.746786062624693,1.64802994779039,"up-regulated"
"AT1G14070","SETI_p.P-SETI_p.mock",0.00364214895296862,-0.590801241976193,1.09124803929832,"up-regulated"
"AT1G14070","SETI_ps.P-SETI_ps.mock",3.68056791560854e-05,0.914441031935465,1.89060821895576,"up-regulated"
"AT1G14070","SETI_ps.PE-SETI_ps.mock",1.19808332340408e-05,0.928660215519037,1.24447263000256,"up-regulated"
"AT1G14070","SETI_s.P-SETI_s.mock",1.12050984535826e-05,0.920211944241564,1.12522139639448,"up-regulated"
"AT1G14070","SETI_s.PE-SETI_s.mock",7.30994732567219e-05,0.881109162621838,1.56232016241654,"up-regulated"
"AT1G14270","SETI_e.P-SETI_e.mock",0.00195556550447133,0.235699527184718,-1.93519448395983,"down-regulated"
"AT1G14270","SETI_e.PE-SETI_e.mock",0.000699171987053781,0.251133454920909,-1.73616551599928,"down-regulated"
"AT1G14270","SETI_s.P-SETI_s.mock",0.00122126583750906,0.205968042864285,-1.58102439838759,"down-regulated"
"AT1G14270","SETI_s.PE-SETI_s.mock",0.00140430323289917,0.224242411859742,-1.34868719774069,"down-regulated"
"AT1G14270","SETI_WT.E-SETI_WT.mock",0.000473135342416069,0.219290345867576,0.0712146275613366,"up-regulated"
"AT1G14270","SETI_WT.P-SETI_WT.mock",0.00827079169401723,0.267973720123968,-1.06315710742499,"down-regulated"
"AT1G14650","SETI_e.P-SETI_e.mock",1.36243804318227e-05,0.593120558455848,0.417863158752374,"up-regulated"
"AT1G14650","SETI_e.PE-SETI_e.mock",0.000943628773072561,0.475445393646588,0.389860658215736,"up-regulated"
"AT1G14650","SETI_p.P-SETI_p.mock",0.00753626496750134,0.514123347413968,0.425500457692992,"up-regulated"
"AT1G14650","SETI_p.PE-SETI_p.mock",0.00477337739968451,-0.536126660319263,0.551264759997479,"up-regulated"
"AT1G14650","SETI_ps.P-SETI_ps.mock",0.000844702915088166,0.568076597550292,0.405227957760872,"up-regulated"
"AT1G14650","SETI_ps.PE-SETI_ps.mock",1.90484360879526e-05,-0.526362126740267,0.429190547985824,"up-regulated"
"AT1G14650","SETI_s.PE-SETI_s.mock",0.00447362726623062,0.52810389929131,0.289198463849654,"up-regulated"
"AT1G14650","SETI_WT.P-SETI_WT.mock",0.00246233863938879,0.447934483026424,0.308544843123959,"up-regulated"
"AT1G14650","SETI_WT.PE-SETI_WT.mock",0.00863665651053719,0.337296344886759,0.204657635726249,"up-regulated"
"AT1G14685","SETI_e.P-SETI_e.mock",0.00237385225192516,0.172463065847281,0.875483365597275,"up-regulated"
"AT1G14685","SETI_e.PE-SETI_e.mock",0.000539613903454338,0.19816574556766,0.611049735263797,"up-regulated"
"AT1G14685","SETI_p.P-SETI_p.mock",0.00341649502418618,0.152620295966465,0.765934338558599,"up-regulated"
"AT1G14700","SETI_e.P-SETI_e.mock",0.00918499735516277,0.414848173650828,-5.64132344701643,"down-regulated"
"AT1G15410","SETI_WT.PE-SETI_WT.mock",0.00398371589162501,-0.947786459771828,-2.13522453558466,"down-regulated"
"AT1G15510","SETI_ps.PE-SETI_ps.mock",0.00557031513199539,0.71703701798575,-3.20153274188455,"down-regulated"
"AT1G15870","SETI_e.P-SETI_e.mock",0.00123274030538303,-1,0.288668736006099,"up-regulated"
"AT1G16040","SETI_p.E-SETI_p.mock",0.00394469968653123,-0.15796514382779,-0.342723828043701,"down-regulated"
"AT1G16040","SETI_p.PE-SETI_p.mock",0.00781268153003583,-0.15796514382779,-0.537545211639605,"down-regulated"
"AT1G16090","SETI_e.P-SETI_e.mock",7.26598887775569e-06,0.631498039863627,6.03314875122927,"up-regulated"
"AT1G16090","SETI_e.PE-SETI_e.mock",0.000174275404253368,0.628569519364017,5.7347649794211,"up-regulated"
"AT1G16090","SETI_p.E-SETI_p.mock",0.00601782229147169,-0.693345361937697,3.68926204521395,"up-regulated"
"AT1G16090","SETI_p.P-SETI_p.mock",1.64314345942188e-05,-0.693345361937697,6.52244719028056,"up-regulated"
"AT1G16090","SETI_p.PE-SETI_p.mock",2.96138869078513e-05,-0.693345361937697,6.29432461416947,"up-regulated"
"AT1G16090","SETI_ps.P-SETI_ps.mock",3.08508979202793e-07,0.902810571836193,6.19409836237235,"up-regulated"
"AT1G16090","SETI_ps.PE-SETI_ps.mock",1.43083587251123e-07,-0.904184428744031,6.49100445544126,"up-regulated"
"AT1G16090","SETI_s.E-SETI_s.mock",0.000733911803880382,0.620120053275699,2.53212679535078,"up-regulated"
"AT1G16090","SETI_s.P-SETI_s.mock",5.98543606639106e-07,0.620120053275699,6.44678786922384,"up-regulated"
"AT1G16090","SETI_s.PE-SETI_s.mock",1.00598478022617e-06,0.620120053275699,5.93560017931404,"up-regulated"
"AT1G16090","SETI_WT.P-SETI_WT.mock",0.00223272908175008,-0.258244464318895,6.15102195994653,"up-regulated"
"AT1G16090","SETI_WT.PE-SETI_WT.mock",0.004058776693262,-0.258244464318895,5.94981540657408,"up-regulated"
"AT1G16780","SETI_e.P-SETI_e.mock",0.00827994708109853,0.450505179690498,-3.00831139576999,"down-regulated"
"AT1G16780","SETI_e.PE-SETI_e.mock",2.61523189749269e-09,1,-2.69078304791715,"down-regulated"
"AT1G16780","SETI_ps.PE-SETI_ps.mock",0.00173187036561772,0.430083169364573,-2.48397204618666,"down-regulated"
"AT1G17090","SETI_WT.E-SETI_WT.mock",0.00168574539866426,-0.826824901615598,-0.616124786165296,"down-regulated"
"AT1G17140","SETI_p.PE-SETI_p.mock",0.00349476022558741,-0.538776413965504,-2.50898323885887,"down-regulated"
"AT1G17145","SETI_e.P-SETI_e.mock",0.00373873158191127,-0.199798045531048,0.0947245729464905,"up-regulated"
"AT1G17145","SETI_e.PE-SETI_e.mock",0.00178815694196328,-0.199798045531048,0.302347707410152,"up-regulated"
"AT1G17270","SETI_s.E-SETI_s.mock",0.00790913254456622,-0.522013843898253,0.917879352888904,"up-regulated"
"AT1G17350","SETI_WT.P-SETI_WT.mock",0.00904501284689813,0.75600418306308,-1.28551197689296,"down-regulated"
"AT1G17460","SETI_ps.E-SETI_ps.mock",0.0087111377494723,0.10509520916807,0.151863948465917,"up-regulated"
"AT1G17760","SETI_p.P-SETI_p.mock",0.00344307139934704,0.100695894876061,0.010611589876798,"up-regulated"
"AT1G17850","SETI_WT.E-SETI_WT.mock",0.00924550532504836,0.464837023585456,-0.320910115720723,"down-regulated"
"AT1G18180","SETI_s.PE-SETI_s.mock",0.00292140798738651,0.711758399396651,0.510370228201971,"up-regulated"
"AT1G18250","SETI_ps.PE-SETI_ps.mock",0.00484535039643167,1,-1.53436773427048,"down-regulated"
"AT1G18550","SETI_p.PE-SETI_p.mock",0.00241853765381986,0.923057976987101,-0.801327649110727,"down-regulated"
"AT1G18610","SETI_s.E-SETI_s.mock",0.00733062773034262,-0.869911426955144,-1.07630936166736,"down-regulated"
"AT1G18670","SETI_s.PE-SETI_s.mock",0.00342142379850522,0.26077346905063,-2.75671731000806,"down-regulated"
"AT1G18830","SETI_ps.PE-SETI_ps.mock",0.00316840324756966,1,3.81046419182092,"up-regulated"
"AT1G19690","SETI_p.P-SETI_p.mock",0.0063655987138125,-0.446304699079204,-2.22283377406977,"down-regulated"
"AT1G19870","SETI_ps.P-SETI_ps.mock",1.07772483348423e-06,0.662563540730826,-0.898584036199602,"down-regulated"
"AT1G20380","SETI_p.P-SETI_p.mock",0.00485613260905361,-0.525389127263962,-2.94805656306764,"down-regulated"
"AT1G20380","SETI_ps.P-SETI_ps.mock",0.00335870746802291,-0.669979081967438,-2.34530242633984,"down-regulated"
"AT1G20380","SETI_s.E-SETI_s.mock",0.000219535646526828,0.696544002027752,-0.526231163213328,"down-regulated"
"AT1G20380","SETI_s.PE-SETI_s.mock",0.000589657556988139,0.734319644500006,-2.61184602438572,"down-regulated"
"AT1G20380","SETI_WT.P-SETI_WT.mock",0.00454197872005679,-0.615442503946041,-2.37403371321175,"down-regulated"
"AT1G20490","SETI_e.E-SETI_e.mock",0.00322478535877565,0.753120622692085,0.280872341505775,"up-regulated"
"AT1G20490","SETI_e.P-SETI_e.mock",0.00012771083303508,1,-0.525082558633798,"down-regulated"
"AT1G20840","SETI_ps.P-SETI_ps.mock",0.00436564598794581,0.158847541401368,-0.76581705919205,"down-regulated"
"AT1G20840","SETI_ps.PE-SETI_ps.mock",9.53028641606795e-05,0.163129311142423,-0.445560589074153,"down-regulated"
"AT1G21560","SETI_p.PE-SETI_p.mock",0.0070161655382113,-0.71770482675871,-3.29906694293936,"down-regulated"
"AT1G21560","SETI_s.PE-SETI_s.mock",0.00608072119036508,0.72167404540686,-3.99857969564052,"down-regulated"
"AT1G21650","SETI_ps.PE-SETI_ps.mock",0.00140004863516969,0.586203317679206,-1.06385010472783,"down-regulated"
"AT1G21780","SETI_e.P-SETI_e.mock",0.00297982352853466,-0.634064611539357,-0.305624211433288,"down-regulated"
"AT1G21780","SETI_p.PE-SETI_p.mock",0.00158315411637948,0.655737014982934,-0.342423118657631,"down-regulated"
"AT1G21780","SETI_s.P-SETI_s.mock",0.00643488862398755,0.592489156719023,-0.636848676340538,"down-regulated"
"AT1G22370","SETI_e.P-SETI_e.mock",0.000325258824926593,0.797020047860057,-6.29893659151289,"down-regulated"
"AT1G22370","SETI_ps.P-SETI_ps.mock",0.00831890253058441,-0.523551482617994,-4.82318244466596,"down-regulated"
"AT1G22660","SETI_s.P-SETI_s.mock",2.84606352340017e-06,0.710968330353944,-1.96007507943983,"down-regulated"
"AT1G23330","SETI_p.E-SETI_p.mock",0.00784947202810499,-0.120649115001104,0.536471703104759,"up-regulated"
"AT1G23480","SETI_ps.P-SETI_ps.mock",0.00701734471150874,-0.175253494564607,-0.348681057960279,"down-regulated"
"AT1G24300","SETI_s.PE-SETI_s.mock",0.0013093820825218,0.221694476279258,0.418305706400198,"up-regulated"
"AT1G25098","SETI_s.P-SETI_s.mock",0.000835978837297775,-0.265506089848983,-0.267566794574779,"down-regulated"
"AT1G25145","SETI_p.P-SETI_p.mock",1.41172810166048e-05,0.425252013054201,-1.13293462268555,"down-regulated"
"AT1G25145","SETI_ps.PE-SETI_ps.mock",0.00326267819351807,0.380915988261108,-1.42040921002203,"down-regulated"
"AT1G25290","SETI_s.E-SETI_s.mock",0.00991833250318825,0.169581379746793,-0.277549685848311,"down-regulated"
"AT1G25375","SETI_s.P-SETI_s.mock",0.00622323305254184,-0.376715460801292,-0.937682242030041,"down-regulated"
"AT1G26090","SETI_WT.E-SETI_WT.mock",0.000256637962395604,0.279873872913774,0.306539181979043,"up-regulated"
"AT1G26190","SETI_e.PE-SETI_e.mock",0.00155033633770692,0.583725216952622,-2.27135971214967,"down-regulated"
"AT1G26260","SETI_ps.P-SETI_ps.mock",0.00501734178803277,0.925904168847987,-1.65247690595089,"down-regulated"
"AT1G27180","SETI_WT.PE-SETI_WT.mock",0.00039800338484667,-0.613225869504027,0.155398121736526,"up-regulated"
"AT1G27210","SETI_e.P-SETI_e.mock",0.00412535664391144,0.154681898898124,0.545476960922308,"up-regulated"
"AT1G27210","SETI_e.PE-SETI_e.mock",9.87952540337932e-05,0.165943215576972,0.56827388165575,"up-regulated"
"AT1G27450","SETI_e.P-SETI_e.mock",5.47713232447963e-05,-0.219617158412302,0.540358323983681,"up-regulated"
"AT1G27450","SETI_e.PE-SETI_e.mock",0.000484210584585016,-0.208487476955644,0.482844109220351,"up-regulated"
"AT1G27450","SETI_p.P-SETI_p.mock",1.83666865845919e-07,-0.250105277503277,0.545476417867738,"up-regulated"
"AT1G27450","SETI_p.PE-SETI_p.mock",1.33378485498614e-06,0.238712476949972,0.469060171436495,"up-regulated"
"AT1G27450","SETI_ps.P-SETI_ps.mock",0.00359979018079225,-0.169775026966598,0.418991538643833,"up-regulated"
"AT1G27450","SETI_ps.PE-SETI_ps.mock",0.00064578648318982,0.191675250258088,0.531906172097214,"up-regulated"
"AT1G27520","SETI_s.P-SETI_s.mock",0.00631792743530335,-0.266156515164837,-0.340373935338318,"down-regulated"
"AT1G27520","SETI_WT.PE-SETI_WT.mock",0.00905369248781512,0.31772546392692,-0.216369152550576,"down-regulated"
"AT1G27840","SETI_s.PE-SETI_s.mock",0.00394633922087081,-0.186510112380246,-0.0169670304010161,"down-regulated"
"AT1G27880","SETI_e.PE-SETI_e.mock",0.00494864610282518,-1,-0.551458156407596,"down-regulated"
"AT1G27920","SETI_e.PE-SETI_e.mock",0.00527290676357788,-0.258841420804021,-1.02863427288679,"down-regulated"
"AT1G27960","SETI_ps.P-SETI_ps.mock",0.00813655612153844,0.423165242552723,-1.14925299553435,"down-regulated"
"AT1G28060","SETI_p.P-SETI_p.mock",0.0016527333507157,-0.275608956121676,0.775352808929113,"up-regulated"
"AT1G28090","SETI_ps.PE-SETI_ps.mock",0.000749039950679432,0.175977766766486,-0.490068122011292,"down-regulated"
"AT1G28200","SETI_s.E-SETI_s.mock",0.00276727167162661,-0.333849498333336,0.641321972754983,"up-regulated"
"AT1G28260","SETI_ps.PE-SETI_ps.mock",0.000223677027965797,0.584628295508502,-2.09389219982146,"down-regulated"
"AT1G28320","SETI_p.P-SETI_p.mock",0.00072659948367313,-0.189721816521036,-0.220228868755734,"down-regulated"
"AT1G28350","SETI_p.PE-SETI_p.mock",0.00687192302092052,-0.118004828469025,0.744354618705079,"up-regulated"
"AT1G29170","SETI_e.P-SETI_e.mock",0.00032008716991692,0.65174032264521,-3.75979517797206,"down-regulated"
"AT1G29170","SETI_p.PE-SETI_p.mock",6.71511027722321e-05,0.986139752630346,-3.8484080687775,"down-regulated"
"AT1G29170","SETI_s.PE-SETI_s.mock",0.00242203775615791,-0.706945296295437,-3.1607324148016,"down-regulated"
"AT1G30510","SETI_p.P-SETI_p.mock",0.00534017790423358,-0.300267606991684,-0.773326488211314,"down-regulated"
"AT1G30520","SETI_WT.P-SETI_WT.mock",0.00216285258384716,-0.75646932069401,-3.22552684634604,"down-regulated"
"AT1G30540","SETI_p.P-SETI_p.mock",3.86509526655935e-05,0.150178373807549,0.598744373451424,"up-regulated"
"AT1G30540","SETI_p.PE-SETI_p.mock",3.07443819616905e-05,0.128860441491554,0.788862118741994,"up-regulated"
"AT1G30540","SETI_ps.P-SETI_ps.mock",0.000718982341000163,0.129242118104828,0.515526952062784,"up-regulated"
"AT1G30540","SETI_s.P-SETI_s.mock",0.000279158782057394,0.102902863867436,0.423943030892735,"up-regulated"
"AT1G30540","SETI_s.PE-SETI_s.mock",8.52234836846716e-05,0.136704312720695,0.494590268079064,"up-regulated"
"AT1G30590","SETI_e.P-SETI_e.mock",0.001699831706074,-0.301177208582354,-0.000765998979121107,"down-regulated"
"AT1G31290","SETI_s.E-SETI_s.mock",0.00364089900999965,-0.683123805744061,2.75700204631756,"up-regulated"
"AT1G32190","SETI_WT.P-SETI_WT.mock",0.00286219101039029,1,-3.40391439206545,"down-regulated"
"AT1G33400","SETI_e.P-SETI_e.mock",0.00173336614521967,0.680495625226199,-2.38228663309839,"down-regulated"
